"UPM","VIV_SEL","P1_1","P1_2","P1_3","P1_3A","P1_4","P1_5","P1_6","P1_7","P1_7A","P1_8","P1_9","P1_10","P1_11","P1_12_1","P1_12_2","P1_12_3","P1_12_4","P1_12_5","P1_12_6","P1_12_7","P2_1","P2_2","P2_3","ENT","MENOR10","TLOC","EST_DIS","UPM_DIS","FAC_VIV"
"0000050","02","1","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","05","1","","01","2","1","003","0000050",364
"0000050","03","3","1","03","04","1","3","1","1","1","1","1","1","1","2","2","2","2","2","1","2","03","1","","01","2","1","003","0000050",364
"0000050","04","3","1","03","08","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","01","2","1","003","0000050",364
"0000050","05","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","003","0000050",364
"0000051","02","3","1","03","06","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","001","0000051",327
"0000051","03","2","1","01","02","1","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","03","1","","01","2","1","001","0000051",327
"0000051","04","3","1","01","02","1","1","2","1","1","1","1","4","1","2","2","1","1","2","1","1","03","1","","01","2","1","001","0000051",327
"0000051","05","2","1","02","04","1","1","2","1","1","1","1","1","1","2","1","1","2","2","1","1","02","1","","01","2","1","001","0000051",327
"0000052","01","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","04","1","","01","2","1","002","0000052",445
"0000052","02","3","1","05","08","1","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","06","1","","01","2","1","002","0000052",445
"0000052","03","3","1","02","05","1","4","1","1","1","1","1","1","1","2","2","1","1","2","1","1","03","1","","01","2","1","002","0000052",445
"0000052","04","2","1","02","05","1","5","1","1","1","1","1","1","1","2","2","1","1","2","1","2","03","1","","01","2","1","002","0000052",445
"0000052","05","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","06","1","","01","2","1","002","0000052",445
"0000053","01","3","1","04","06","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","06","1","","01","2","1","001","0000053",378
"0000053","02","2","2","02","02","1","1","2","1","2","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","2","1","001","0000053",378
"0000053","03","3","1","04","05","1","1","2","1","1","1","1","1","1","2","1","1","1","2","1","1","04","1","","01","2","1","001","0000053",378
"0000053","04","2","2","02","02","1","1","2","1","2","1","1","1","1","1","1","2","1","1","1","1","03","1","","01","2","1","001","0000053",378
"0000053","05","2","1","04","06","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","08","1","","01","2","1","001","0000053",378
"0000054","01","2","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","001","0000054",435
"0000054","02","1","1","03","04","1","1","2","1","2","1","1","1","1","2","2","1","1","1","2","1","04","1","","01","2","1","001","0000054",435
"0000054","03","3","1","01","03","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","01","1","","01","2","1","001","0000054",435
"0000054","04","2","2","03","04","1","4","1","1","1","1","1","1","1","2","1","1","1","1","1","1","08","1","","01","2","1","001","0000054",435
"0000054","05","2","1","01","03","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","03","1","","01","2","1","001","0000054",435
"0000055","01","2","1","01","05","1","1","2","1","1","1","1","1","1","1","2","1","1","2","1","1","02","1","","01","2","1","001","0000055",374
"0000055","02","2","1","02","04","1","1","2","1","1","1","1","1","1","2","1","1","2","2","1","2","05","1","","01","2","1","001","0000055",374
"0000055","03","3","1","04","07","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","001","0000055",374
"0000055","04","3","1","05","08","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","05","2","02","01","2","1","001","0000055",374
"0000055","05","2","1","03","05","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","07","1","","01","2","1","001","0000055",374
"0000056","01","3","1","03","05","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","05","1","","01","2","1","002","0000056",369
"0000056","02","3","1","04","06","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","05","1","","01","2","1","002","0000056",369
"0000056","03","2","1","04","05","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","04","1","","01","2","1","002","0000056",369
"0000056","04","2","1","03","07","1","1","2","1","1","1","1","1","1","2","2","1","2","2","2","2","03","1","","01","2","1","002","0000056",369
"0000056","05","3","1","02","06","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","01","2","1","002","0000056",369
"0000057","01","3","1","01","04","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","01","2","1","002","0000057",353
"0000057","02","3","1","03","06","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","01","1","","01","2","1","002","0000057",353
"0000057","03","3","1","02","06","1","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","04","1","","01","2","1","002","0000057",353
"0000057","04","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","2","2","05","1","","01","2","1","002","0000057",353
"0000057","05","3","1","03","06","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","002","0000057",353
"0000058","02","2","1","02","04","1","1","2","1","1","1","1","1","1","2","2","2","1","2","1","2","04","1","","01","2","1","002","0000058",415
"0000058","03","3","1","03","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","05","1","","01","2","1","002","0000058",415
"0000058","04","2","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","02","1","","01","2","1","002","0000058",415
"0000058","05","2","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","07","1","","01","2","1","002","0000058",415
"0000059","01","3","1","01","04","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","02","1","","01","2","1","002","0000059",403
"0000059","02","2","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","07","1","","01","2","1","002","0000059",403
"0000059","03","3","1","01","04","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","02","1","","01","2","1","002","0000059",403
"0000059","04","3","1","04","06","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","07","1","","01","2","1","002","0000059",403
"0000059","05","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","04","1","","01","2","1","002","0000059",403
"0000060","01","3","1","01","05","1","1","2","1","1","1","1","1","1","1","2","1","1","2","1","1","01","1","","01","2","1","002","0000060",406
"0000060","05","3","1","04","10","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","05","1","","01","2","1","002","0000060",406
"0000061","02","3","1","03","07","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","001","0000061",397
"0000061","03","2","1","01","02","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","05","1","","01","2","1","001","0000061",397
"0000061","05","3","1","02","03","1","3","1","1","1","1","1","1","1","1","2","1","1","2","1","2","04","1","","01","2","1","001","0000061",397
"0000062","01","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","1","04","1","","01","2","1","001","0000062",383
"0000062","02","2","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","04","1","","01","2","1","001","0000062",383
"0000062","03","2","1","02","02","1","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","07","1","","01","2","1","001","0000062",383
"0000062","04","3","1","03","08","1","1","1","1","1","1","1","1","1","1","2","2","1","2","1","1","06","1","","01","2","1","001","0000062",383
"0000062","05","2","1","04","05","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","1","06","1","","01","2","1","001","0000062",383
"0000063","01","3","1","01","07","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","01","2","1","003","0000063",420
"0000063","02","3","1","03","06","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","03","1","","01","2","1","003","0000063",420
"0000063","03","3","1","02","07","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","03","1","","01","2","1","003","0000063",420
"0000063","05","3","1","01","04","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","01","1","","01","2","1","003","0000063",420
"0000064","01","3","1","01","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","01","1","","01","2","1","002","0000064",297
"0000064","03","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","06","1","","01","2","1","002","0000064",297
"0000064","04","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","03","1","","01","2","1","002","0000064",297
"0000064","05","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","02","1","","01","2","1","002","0000064",297
"0000065","01","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","2","1","1","2","04","1","","01","2","1","002","0000065",411
"0000065","03","3","1","03","05","1","4","1","1","1","1","1","1","1","2","2","2","2","2","1","2","05","1","","01","2","1","002","0000065",411
"0000065","04","3","1","03","06","1","4","2","1","1","1","1","1","1","1","2","2","2","2","1","2","05","1","","01","2","1","002","0000065",411
"0000065","05","3","1","03","08","1","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","05","1","","01","2","1","002","0000065",411
"0000066","01","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","05","1","","01","2","1","002","0000066",434
"0000066","02","3","1","02","05","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","01","2","1","002","0000066",434
"0000066","03","2","1","02","06","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","05","1","","01","2","1","002","0000066",434
"0000066","04","3","1","02","08","1","1","2","1","1","1","1","1","1","2","2","2","2","2","2","2","03","1","","01","2","1","002","0000066",434
"0000066","05","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","04","1","","01","2","1","002","0000066",434
"0000067","01","3","1","02","05","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","03","1","","01","2","1","003","0000067",341
"0000067","02","3","1","02","04","1","2","1","1","1","1","1","1","1","2","2","1","1","2","1","1","02","1","","01","2","1","003","0000067",341
"0000067","04","3","1","02","03","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","02","1","","01","2","1","003","0000067",341
"0000067","05","3","1","01","03","1","1","2","1","1","1","1","1","6","2","1","1","1","2","1","1","01","1","","01","2","1","003","0000067",341
"0000068","01","3","1","03","08","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","01","1","","01","2","1","002","0000068",398
"0000068","02","3","1","02","06","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","01","2","1","002","0000068",398
"0000068","03","3","1","03","06","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","04","1","","01","2","1","002","0000068",398
"0000068","04","3","1","04","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","2","2","05","1","","01","2","1","002","0000068",398
"0000068","05","3","1","02","05","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","002","0000068",398
"0000069","01","3","1","02","03","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","1","05","1","","01","2","1","002","0000069",399
"0000069","02","2","1","02","04","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","06","1","","01","2","1","002","0000069",399
"0000069","03","3","1","03","05","1","3","1","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","002","0000069",399
"0000069","04","3","1","04","05","1","4","2","1","1","1","1","1","1","2","2","1","1","2","1","1","06","1","","01","2","1","002","0000069",399
"0000069","05","3","1","02","04","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","05","1","","01","2","1","002","0000069",399
"0000070","01","2","1","03","03","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","05","1","","01","2","1","002","0000070",380
"0000070","02","3","1","03","04","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","07","1","","01","2","1","002","0000070",380
"0000070","03","3","1","02","02","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","04","1","","01","2","1","002","0000070",380
"0000070","04","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","1","01","1","","01","2","1","002","0000070",380
"0000070","05","3","1","03","04","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","05","1","","01","2","1","002","0000070",380
"0000071","01","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","03","1","","01","2","1","002","0000071",385
"0000071","02","3","1","02","04","1","1","2","1","1","1","1","1","1","1","2","1","1","2","1","1","01","1","","01","2","1","002","0000071",385
"0000071","03","3","1","05","06","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","05","1","","01","2","1","002","0000071",385
"0000071","04","3","1","03","05","1","1","2","1","1","1","1","1","1","1","2","1","1","2","1","1","05","1","","01","2","1","002","0000071",385
"0000071","05","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","04","1","","01","2","1","002","0000071",385
"0000072","01","3","1","03","04","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","04","1","","01","2","1","002","0000072",417
"0000072","02","3","1","02","03","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","03","1","","01","2","1","002","0000072",417
"0000072","03","2","1","02","03","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","2","02","1","","01","2","1","002","0000072",417
"0000072","04","2","1","02","03","1","3","1","1","1","1","1","1","1","2","2","2","2","2","1","1","05","1","","01","2","1","002","0000072",417
"0000072","05","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","05","1","","01","2","1","002","0000072",417
"0000073","01","3","1","03","04","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","03","1","","01","2","1","001","0000073",392
